;user_id;item_id
815;970732;[14317, 9728, 12173, 7626, 13865, 1785, 7210, 12841, 10942, 5693]
816;375946;[15297, 142, 4151, 9996, 10440, 2657, 4880, 13865, 11778, 1844]
817;649867;[9728, 13865, 10440, 12995, 7102, 4457, 7829, 14741, 3734, 10464]
818;247896;[15297, 4151, 142, 10440, 4880, 8636, 1844, 13865, 9728, 9996]
819;1072671;[13865, 9728, 10440, 3734, 15297, 4151, 4880, 142, 12995, 2657]
820;544830;[9728, 13865, 10440, 4880, 12995, 142, 4151, 15297, 3734, 14703]
821;670651;[7210, 12173, 7626, 12841, 14317, 10942, 8437, 8821, 3095, 11348]
822;439490;[13865, 10440, 9728, 3734, 12356, 7571, 7829, 6162, 13849, 13223]
823;225130;[1844, 15297, 4151, 9728, 14703, 10440, 142, 8636, 4880, 101]
824;172184;[15297, 4151, 4880, 3734, 13865, 10440, 7571, 2657, 142, 9728]
825;857106;[9728, 13865, 10440, 14317, 3734, 12173, 4457, 7626, 1785, 5693]
826;135849;[7571, 16166, 16270, 11756, 3182, 4718, 13545, 3734, 13243, 7582]
827;75187;[13865, 9728, 10440, 12995, 3734, 4880, 7102, 4457, 9194, 2657]
828;259439;[9728, 13865, 10440, 14317, 12173, 7626, 3734, 1785, 5693, 4457]
829;191006;[10440, 9728, 13865, 142, 7829, 15297, 1844, 14431, 9996, 7102]
830;204906;[7571, 16166, 3182, 16270, 13018, 7582, 5411, 10761, 13915, 9728]
831;287408;[9728, 10440, 13865, 7829, 142, 7102, 14431, 3734, 15297, 2657]
832;336054;[7571, 3182, 16166, 13545, 13243, 16270, 4718, 7582, 2954, 5411]
833;925376;[9728, 13865, 10440, 3734, 7571, 14317, 12173, 7626, 13018, 1785]
834;108462;[15297, 4151, 142, 4880, 10440, 13865, 9728, 8636, 5658, 3734]
835;150796;[10440, 13865, 15297, 9728, 4151, 4880, 142, 3734, 2657, 9996]
836;523471;[9728, 13865, 10440, 12995, 4880, 3734, 4436, 4151, 1844, 14703]
837;787756;[15297, 4151, 142, 4880, 10440, 9996, 13865, 2657, 3734, 8636]
838;882182;[1844, 9728, 14703, 142, 10440, 13865, 9169, 15297, 4151, 8636]
839;630683;[16166, 7626, 3182, 11749, 10761, 5411, 12173, 10942, 7571, 12965]
840;467669;[7571, 3734, 13865, 15297, 9728, 4151, 13018, 4880, 10440, 16166]
841;502287;[13865, 10440, 9728, 12995, 14703, 142, 9996, 4880, 8636, 1844]
842;234013;[9728, 7571, 13018, 13865, 3734, 16166, 11310, 7626, 14317, 12173]
843;102599;[9728, 13865, 12995, 10440, 14703, 2237, 12981, 4457, 7102, 15464]
844;51211;[13865, 4880, 9728, 10440, 4151, 15297, 3734, 11237, 8636, 12995]
845;580189;[15297, 4151, 142, 1844, 10440, 9728, 4880, 8636, 13865, 14703]
846;764015;[15297, 10440, 9728, 13865, 4151, 142, 3734, 3935, 2657, 7829]
847;714879;[9728, 12995, 14703, 10440, 13865, 2237, 8447, 15646, 1844, 7102]
848;198667;[13243, 11985, 13545, 3182, 5411, 16166, 14942, 16270, 7582, 10214]
849;82844;[16166, 3182, 13243, 5411, 11985, 10761, 7582, 7571, 11749, 16270]
850;423579;[7571, 9728, 13865, 3734, 13018, 15297, 10440, 4151, 16166, 3182]
851;15073;[2616, 3773, 16228, 6382, 15399, 11613, 9100, 4571, 947, 1131]
852;591416;[7571, 13243, 3182, 16166, 13545, 7582, 16270, 11985, 5411, 4718]
853;310855;[9728, 10440, 13865, 14431, 9169, 10077, 7829, 10464, 7102, 142]
854;953266;[10440, 9728, 7829, 14431, 13865, 10077, 9169, 10464, 7102, 142]
855;568063;[7571, 3182, 16166, 13545, 13243, 2954, 11985, 16270, 5411, 4718]
856;929728;[7571, 3182, 16166, 2954, 13243, 16270, 5411, 11985, 13545, 11749]
857;524304;[12995, 9728, 13865, 10440, 2237, 5693, 9214, 15464, 11754, 1785]
858;644995;[12356, 1418, 13849, 13223, 14814, 6162, 3693, 372, 8581, 676]
859;603248;[9728, 10440, 13865, 15297, 4151, 4880, 142, 3734, 8636, 1844]
860;90444;[101, 14470, 12463, 15531, 15297, 14684, 1916, 15096, 4716, 2358]
861;830443;[13865, 9728, 3734, 10440, 15297, 7571, 13018, 4151, 4880, 142]
862;613542;[1287, 9728, 12820, 1785, 5693, 11018, 6155, 7210, 14317, 12173]
863;890569;[657, 288, 9169, 14703, 6626, 1844, 13668, 9728, 6089, 14580]
864;49999;[15297, 10440, 4151, 13865, 3734, 9728, 142, 4880, 2657, 9996]
865;234686;[10440, 12995, 13865, 9728, 14703, 12324, 7102, 9996, 8447, 9159]
866;175416;[9728, 16361, 13865, 4702, 6404, 4457, 7102, 14961, 10755, 5250]
867;863460;[13865, 10440, 3734, 15297, 9728, 7571, 4151, 2657, 4880, 142]
868;894908;[15297, 101, 9728, 1916, 14470, 4151, 12463, 15531, 10440, 1844]
869;572107;[9728, 13865, 10440, 7102, 12995, 7829, 4457, 3734, 9194, 14317]
870;254509;[13865, 1418, 7829, 12356, 10440, 7102, 9728, 10755, 14814, 12995]
871;535115;[13865, 9728, 10440, 12995, 7102, 4457, 14741, 3734, 7829, 12324]
872;305793;[9728, 7571, 13018, 16166, 13865, 11310, 3734, 7626, 3182, 10440]
873;895295;[15297, 4151, 142, 10440, 4880, 13865, 9728, 2657, 9996, 3734]
874;562686;[9728, 10440, 13865, 1844, 14703, 142, 12995, 15297, 4151, 8636]
875;368932;[14470, 15531, 101, 1916, 9169, 15297, 12463, 12770, 8373, 11778]
876;659194;[15297, 4151, 142, 10440, 11778, 9728, 1844, 13865, 4880, 9996]
877;720475;[15297, 4151, 4880, 3734, 13865, 142, 10440, 2657, 9996, 8636]
878;560123;[7210, 12173, 7626, 3095, 5754, 12841, 10942, 3940, 144, 1785]
879;543711;[13865, 9728, 10440, 12995, 3734, 7102, 7829, 142, 15297, 4457]
880;44537;[15297, 4151, 142, 9728, 13865, 10440, 14470, 3734, 8636, 4880]
881;312711;[10440, 9728, 13865, 15297, 4151, 4880, 142, 1844, 8636, 14703]
882;114279;[7571, 16166, 3182, 13243, 5411, 10761, 7582, 11985, 11749, 16270]
883;910218;[15096, 15531, 13058, 14470, 101, 12463, 9070, 14684, 7806, 1873]
884;1006180;[9728, 11310, 7626, 12173, 14317, 13018, 1785, 12841, 11754, 5693]
885;900343;[9728, 13865, 3734, 7571, 10440, 13018, 16166, 4696, 14317, 7829]
886;214743;[9728, 10440, 13865, 4457, 1785, 3734, 14317, 1287, 14741, 14431]
887;151236;[9728, 13865, 12173, 7626, 14317, 10440, 3734, 10942, 1785, 13018]
888;50004;[9728, 16361, 1287, 4702, 14961, 14317, 12820, 13020, 5693, 6210]
889;419692;[7626, 12173, 10942, 13018, 16166, 12841, 11310, 7210, 7571, 14317]
890;507599;[7571, 16166, 3182, 5411, 7582, 13243, 10761, 16270, 11985, 4718]
891;11526;[7737, 6439, 5413, 6285, 2676, 12437, 11929, 7898, 8196, 6636]
892;689697;[9728, 13865, 6162, 10440, 10077, 10464, 12356, 7829, 14431, 9169]
893;645301;[9728, 13865, 10440, 7102, 7829, 12995, 4457, 1418, 12356, 10464]
894;840329;[9728, 13865, 10440, 4457, 7102, 14317, 12995, 16361, 3734, 7829]
895;972766;[7571, 9728, 3734, 13018, 15297, 13865, 16166, 4151, 3182, 10440]
896;853419;[9728, 13865, 10440, 3734, 15297, 7571, 4151, 4880, 13018, 142]
897;300809;[9728, 13865, 10440, 15297, 3734, 142, 4151, 10464, 7829, 14431]
898;252491;[9728, 15297, 4151, 13865, 10440, 3734, 4880, 4436, 7571, 142]
899;1058071;[13865, 6162, 10440, 13849, 12356, 142, 7829, 2657, 9996, 7343]
900;793054;[7571, 11756, 16166, 16270, 13545, 3182, 13243, 4718, 7582, 10214]
901;1049225;[15297, 4151, 9728, 13865, 4880, 10440, 1844, 3734, 142, 8636]
902;872338;[7571, 16166, 3182, 13018, 10761, 11749, 5411, 13915, 13243, 3734]
903;845053;[9728, 13865, 10440, 3734, 4880, 15297, 4151, 14317, 7571, 12995]
904;805508;[13865, 10440, 9728, 3734, 12995, 4880, 142, 2657, 15297, 7102]
905;334662;[9381, 10077, 7748, 3066, 16237, 1986, 4250, 3693, 1418, 13849]
906;137093;[4880, 15297, 4151, 10440, 13865, 142, 9996, 2657, 9728, 3734]
907;1055286;[15297, 4151, 11778, 101, 14470, 15531, 1844, 12463, 4716, 1916]
908;595502;[9728, 9169, 657, 10077, 10464, 12356, 13865, 676, 7102, 6162]
909;667977;[7571, 3182, 16166, 5411, 13243, 7582, 16270, 10761, 11985, 11749]
910;969939;[11074, 3693, 10746, 13223, 15845, 13849, 1418, 8581, 7343, 12356]
911;149390;[9728, 13865, 10440, 12995, 4880, 3734, 15297, 4151, 142, 8636]
912;744359;[9728, 7626, 12173, 1785, 5693, 14317, 13865, 11754, 10440, 10942]
913;567305;[10440, 13865, 9728, 15297, 4880, 142, 4151, 3734, 9996, 12995]
914;591172;[9728, 2237, 12820, 15646, 3606, 15464, 10073, 1287, 12995, 11754]
915;856375;[13865, 10440, 9728, 3734, 142, 9996, 2657, 12995, 15297, 10464]
916;295201;[9728, 13865, 15297, 10440, 4151, 3734, 142, 4880, 2657, 8636]
917;319081;[101, 15531, 14470, 12463, 14684, 15096, 15297, 4716, 2358, 1916]
918;525838;[13018, 7571, 9728, 3734, 13865, 7626, 11310, 16166, 4880, 12173]
919;1097429;[14153, 13243, 11985, 14927, 14890, 15078, 1978, 14942, 11749, 973]
920;400913;[8581, 10746, 1090, 11074, 3693, 7506, 10077, 5838, 676, 13223]
921;16697;[13865, 15297, 10440, 3734, 4151, 9728, 4880, 142, 2657, 9996]
922;839517;[15297, 4151, 9728, 13865, 10440, 3734, 142, 4880, 2657, 8636]
923;655227;[14703, 12995, 8447, 9728, 12981, 1844, 849, 12659, 13865, 9159]
924;257093;[9728, 1844, 14703, 10440, 9169, 657, 15464, 13865, 6626, 3509]
925;1008935;[13865, 9728, 10440, 12995, 3734, 4880, 142, 15297, 4151, 2657]
926;4915;[7571, 15297, 4151, 3734, 13865, 9728, 10440, 142, 13018, 4880]
927;982008;[4880, 13865, 15297, 10440, 4151, 3734, 2657, 142, 9996, 9728]
928;222353;[15297, 4151, 9728, 10440, 13865, 142, 3734, 1844, 4880, 8636]
929;353823;[9728, 15297, 4151, 10440, 13865, 1844, 142, 8636, 4880, 3734]
930;483329;[13865, 10440, 9728, 7829, 7102, 12995, 10464, 3734, 9996, 2657]
931;882546;[15297, 10440, 4151, 9728, 13865, 4880, 142, 3734, 2657, 8636]
932;317503;[14317, 9728, 12173, 7626, 12841, 7210, 10942, 13018, 1785, 11310]
933;451205;[16166, 3182, 7571, 5411, 13243, 7582, 10761, 16270, 13159, 13018]
934;611536;[15297, 11778, 4151, 8373, 5658, 1844, 9896, 142, 101, 12770]
935;380436;[7626, 9728, 12173, 13865, 10440, 3734, 10942, 4880, 14317, 1785]
936;743634;[4880, 15297, 4151, 3734, 13865, 10440, 2657, 7417, 9996, 142]
937;604023;[16166, 3182, 7571, 13243, 5411, 10761, 7582, 13159, 11985, 11749]
938;718892;[9728, 13865, 10440, 7102, 12995, 7829, 3734, 4457, 10464, 657]
939;537376;[10440, 13865, 9728, 142, 12995, 9996, 14703, 4495, 2657, 1844]
940;64592;[7343, 8581, 6162, 11188, 12356, 13849, 13223, 11756, 4209, 6033]
941;758393;[12820, 2237, 3606, 15646, 5695, 1287, 10489, 2924, 9728, 10073]
942;401725;[9728, 13865, 10440, 12995, 14317, 3734, 12173, 5693, 7626, 1785]
943;539607;[13271, 14890, 9148, 14729, 2316, 2395, 7303, 11503, 14153, 12741]
944;656374;[10440, 9728, 13865, 142, 7829, 14431, 15297, 7102, 3734, 9996]
945;66423;[15297, 4151, 142, 11778, 4880, 5658, 1844, 10440, 9728, 8636]
946;62779;[4880, 10440, 13865, 4151, 3734, 15297, 9728, 2657, 142, 9996]
947;722747;[13865, 9728, 10440, 12995, 3734, 4880, 4457, 14317, 7102, 5693]
948;946682;[7343, 11074, 10746, 3693, 3475, 15845, 7597, 8581, 7506, 13849]
949;984970;[15297, 3734, 4151, 13865, 4880, 7571, 10440, 2657, 9728, 142]
950;323819;[12356, 13849, 10077, 1418, 3693, 6162, 9381, 5838, 13223, 676]
951;973670;[7571, 16166, 3182, 7582, 15297, 13018, 13243, 13915, 4718, 16270]
952;166078;[14814, 12356, 10755, 13223, 372, 1418, 13849, 13865, 9728, 8581]
953;869190;[13865, 10440, 9728, 4880, 142, 12995, 15297, 9996, 4151, 3734]
954;262377;[9728, 13865, 10440, 12995, 142, 3734, 1844, 15297, 7102, 4880]
955;887335;[15297, 4151, 142, 9728, 1844, 10440, 13865, 8636, 4880, 14703]
956;434436;[7571, 15297, 4151, 3734, 4880, 13865, 10440, 3182, 16166, 2657]
957;221437;[13243, 11985, 3182, 14942, 13545, 5411, 11749, 10214, 16166, 7582]
958;220797;[13865, 10440, 9728, 3734, 15297, 142, 2657, 7829, 9996, 4151]
959;588692;[10440, 142, 9728, 13865, 15297, 14431, 1844, 9169, 7829, 4151]
960;602131;[7210, 12173, 3095, 7626, 5754, 12841, 1106, 12849, 144, 3940]
961;859674;[7571, 16166, 3182, 13018, 10761, 5411, 13915, 11749, 7582, 13243]
962;135999;[10077, 9169, 1418, 3693, 676, 9059, 10746, 2220, 5838, 12356]
963;818066;[9728, 10440, 13865, 10077, 9169, 7829, 10464, 14431, 7102, 657]
964;831635;[7571, 16166, 3182, 13018, 3734, 13243, 15297, 13915, 13545, 4151]
965;743167;[7571, 16166, 13018, 3182, 3734, 13915, 10761, 7582, 13243, 11749]
966;636600;[15297, 4151, 4880, 13865, 3734, 10440, 9728, 142, 2657, 7571]
967;861126;[13018, 7571, 11310, 9728, 16166, 7626, 14317, 12173, 3182, 13865]
968;598803;[3606, 15646, 9159, 12366, 2237, 14703, 11586, 5695, 8447, 10551]
969;292526;[3606, 15646, 12366, 5695, 9159, 916, 2237, 11586, 7950, 14678]
970;564903;[9728, 10440, 13865, 12995, 4880, 14703, 4457, 3734, 142, 1844]
971;957578;[16166, 3182, 13018, 10761, 7571, 11749, 5411, 13243, 11985, 14215]
972;163200;[10440, 13865, 9728, 15297, 3734, 142, 4880, 4151, 2657, 9996]
973;1018333;[15297, 13865, 9728, 4151, 10440, 3734, 4880, 142, 2657, 8636]
974;800931;[15297, 4151, 1844, 14470, 101, 15531, 142, 11778, 4716, 5658]
975;399637;[7571, 3734, 13018, 9728, 13865, 16166, 15297, 3182, 4151, 10440]
976;831023;[15297, 4151, 10440, 13865, 4880, 9728, 3734, 142, 2657, 8636]
977;240339;[9728, 676, 13018, 16361, 13865, 9169, 7571, 14431, 10077, 3734]
978;881292;[9728, 13865, 10440, 3734, 14317, 12173, 7626, 13018, 7571, 12995]
979;782774;[7571, 13018, 16166, 9728, 14317, 3182, 10761, 7626, 5411, 12173]
980;686276;[13058, 15096, 15531, 7545, 7806, 11929, 211, 15785, 1873, 9070]
981;774724;[9728, 13865, 10440, 3734, 4880, 4151, 15297, 12995, 142, 4457]
982;855648;[9728, 11754, 13865, 10440, 12995, 4436, 15464, 5693, 14703, 1785]
983;508822;[9728, 13865, 10440, 3734, 14317, 4457, 7102, 13018, 12995, 5693]
984;1009464;[15297, 4151, 14470, 101, 142, 15531, 9728, 12770, 1916, 1844]
985;740540;[13865, 10440, 9728, 4880, 3734, 142, 12995, 15297, 9996, 4151]
986;257872;[9728, 13865, 10440, 3734, 4880, 12995, 15297, 4151, 4457, 4436]
987;373585;[14317, 5693, 11018, 1287, 4702, 9728, 12820, 12173, 7626, 12995]
988;196606;[10440, 12995, 9728, 13865, 14703, 7102, 7829, 12324, 8447, 657]
989;554243;[7571, 16166, 3182, 13018, 10761, 11749, 5411, 7582, 13243, 13915]
990;151430;[15297, 4151, 10440, 142, 9728, 1844, 4880, 13865, 14703, 8636]
991;761394;[13865, 10440, 7829, 12995, 9996, 4495, 12356, 7102, 13849, 10464]
992;55842;[15297, 7571, 4151, 13545, 5424, 4946, 3935, 3734, 16166, 6192]
993;26924;[9996, 10440, 142, 2657, 13865, 4880, 947, 4495, 8346, 15297]
994;1003194;[15297, 14470, 4151, 15531, 101, 4716, 12770, 12463, 1916, 142]
995;828583;[15297, 4151, 14470, 12770, 142, 11778, 4716, 15531, 5732, 101]
996;957980;[7626, 12173, 10942, 7210, 12841, 16166, 13018, 3587, 8821, 11310]
997;755329;[9728, 13865, 7626, 10440, 12173, 3734, 14317, 4880, 1785, 5693]
998;147540;[7626, 12173, 10942, 7210, 12841, 3587, 682, 14317, 144, 8821]
999;133182;[7571, 9728, 13018, 12173, 7626, 13865, 3734, 14317, 16166, 3182]
1000;1045458;[15297, 4151, 9728, 142, 13865, 10440, 4880, 1844, 3734, 8636]
1001;188371;[9728, 13865, 10440, 3734, 15297, 4151, 142, 4457, 4880, 14741]
1002;1026152;[15297, 4151, 11778, 142, 5658, 4880, 6192, 7476, 3734, 4716]
1003;368181;[9728, 14703, 1844, 13865, 4151, 4880, 10440, 15297, 11237, 8636]
1004;585764;[9728, 10440, 1844, 14703, 13865, 12995, 142, 15297, 8636, 4151]
1005;169372;[3400, 5722, 12085, 5709, 3488, 6253, 14705, 1791, 15919, 7115]
1006;202977;[7210, 12173, 7626, 12841, 10942, 3095, 1785, 5754, 14317, 3587]
1007;740663;[16166, 3182, 13243, 5411, 7571, 7582, 11985, 10761, 11749, 13159]
1008;626107;[7748, 1050, 1986, 16237, 9381, 15233, 6233, 4160, 3066, 13963]
1009;1543;[16166, 3182, 13243, 13545, 7571, 7582, 11985, 5411, 10761, 16270]
1010;518563;[10440, 13865, 14703, 9728, 12995, 142, 1844, 849, 9996, 8636]
1011;400225;[7571, 16166, 3182, 13243, 5411, 7582, 16270, 4718, 11985, 10761]
1012;695824;[10440, 15297, 142, 4151, 13865, 4880, 9728, 9996, 1844, 8636]
1013;997684;[15297, 4151, 4946, 16228, 13262, 11778, 15171, 142, 6192, 5424]
1014;364063;[11778, 8373, 9896, 15531, 13058, 758, 101, 12770, 15297, 3263]
1015;693007;[9728, 13865, 10440, 7571, 3734, 13018, 7829, 14317, 4457, 16166]
1016;78911;[7571, 16166, 13018, 3182, 3734, 16270, 9728, 13865, 13915, 7582]
1017;9010;[7210, 12173, 14317, 7626, 12841, 1287, 1785, 5754, 5693, 3095]
1018;95857;[12995, 14703, 10440, 9728, 8447, 15646, 13865, 9159, 12659, 3606]
1019;42911;[15297, 4151, 142, 9728, 1844, 10440, 11778, 13865, 14470, 8636]
1020;409457;[15297, 4151, 13865, 9728, 3734, 10440, 4880, 142, 2657, 8636]
1021;6249;[15297, 4151, 142, 4880, 3734, 10440, 5658, 13865, 8636, 11778]
1022;766335;[9728, 13865, 1287, 15464, 5693, 1785, 10440, 11754, 2237, 4457]
1023;341580;[15297, 10440, 4151, 13865, 142, 4880, 9728, 3734, 9996, 2657]
1024;195989;[7571, 16166, 3182, 13545, 13243, 16270, 13018, 7582, 4718, 13915]
1025;230776;[7571, 13865, 13018, 9728, 3734, 16166, 10440, 3182, 13915, 2954]
1026;497666;[12356, 9728, 1418, 13865, 13849, 14814, 13223, 6162, 7829, 10440]
1027;687633;[9728, 10077, 6162, 10464, 12356, 13865, 10440, 7829, 657, 1418]
1028;176221;[7571, 3182, 16166, 5411, 11749, 13243, 16270, 11985, 10761, 7582]
1029;867984;[16244, 5005, 3163, 4409, 11228, 3474, 9896, 11143, 758, 15365]
1030;638121;[16166, 13018, 7626, 12173, 14317, 7571, 3182, 11749, 11348, 7210]
1031;961721;[9728, 10440, 13865, 142, 15297, 3734, 4151, 4880, 12995, 9996]
1032;423491;[11074, 3693, 1418, 10746, 4250, 13223, 15845, 13849, 8585, 12356]
1033;448296;[9728, 15297, 13865, 10440, 4151, 1916, 3734, 142, 101, 1844]
1034;468005;[7626, 12173, 7210, 10942, 12841, 3095, 1785, 5754, 14317, 682]
1035;403625;[12356, 6162, 7343, 13865, 9728, 13849, 8581, 3734, 10440, 15297]
1036;318008;[9728, 13865, 10440, 12995, 1785, 5693, 11754, 15464, 4436, 2237]
1037;362104;[10077, 9381, 1418, 16237, 12356, 13849, 3693, 6162, 2220, 3066]
1038;904185;[101, 1916, 9728, 12463, 14470, 15531, 15297, 6649, 2358, 14684]
1039;714451;[142, 10440, 9996, 15297, 14703, 1844, 14470, 5803, 4495, 7662]
1040;891487;[9169, 288, 10077, 9381, 3509, 657, 8986, 14431, 11936, 14916]
1041;15608;[13865, 15297, 3734, 4880, 4151, 10440, 9728, 142, 2657, 7571]
1042;627673;[9728, 11754, 7626, 5693, 12173, 1785, 4436, 13865, 10440, 15464]
1043;831359;[1418, 14961, 12356, 14415, 6404, 16237, 4250, 3693, 13849, 15233]
1044;803996;[13865, 10440, 9728, 4880, 3734, 15297, 4151, 142, 2657, 9996]
1045;138154;[7571, 16166, 3182, 3734, 13018, 13865, 15297, 9728, 13915, 7582]
1046;162507;[13243, 11985, 16166, 11749, 3182, 5411, 14942, 14153, 7582, 10761]
1047;214208;[15297, 9728, 13865, 10440, 4151, 142, 3734, 2657, 4880, 9996]
1048;429503;[7626, 12173, 10942, 7210, 12841, 14317, 1785, 9728, 8821, 3095]
1049;119683;[9728, 13865, 10440, 14431, 15297, 9169, 3734, 142, 7829, 4151]
1050;389294;[9728, 13865, 14317, 13018, 11310, 7626, 12173, 16361, 3734, 10440]
1051;185241;[12995, 13865, 10440, 14703, 9728, 8447, 9159, 12659, 12981, 4191]
1052;996682;[7343, 10077, 3475, 13849, 6162, 9381, 12356, 3693, 5838, 1418]
1053;251817;[9728, 10440, 13865, 1844, 15297, 142, 4151, 14703, 8636, 12995]
1054;829729;[15297, 11778, 8373, 5658, 4716, 12544, 4151, 13058, 7476, 12770]
1055;57327;[9728, 1287, 11754, 5693, 1785, 10073, 15464, 2237, 12820, 5754]
1056;3836;[10440, 13865, 9728, 3734, 2657, 9996, 142, 12995, 15297, 4880]
1057;1002259;[9728, 15297, 13865, 7571, 3734, 13018, 4151, 10440, 1916, 16166]
1058;1043182;[9728, 13865, 3734, 10440, 7571, 15297, 4151, 13018, 4880, 7626]
1059;983387;[1418, 13223, 12356, 14814, 676, 3693, 13849, 8581, 16361, 15422]
1060;782167;[7210, 12173, 7626, 10942, 12841, 8437, 8821, 14317, 3587, 144]
1061;91390;[13865, 10440, 9728, 15297, 3734, 142, 4151, 2657, 7829, 9996]
1062;931337;[9728, 13865, 10440, 12995, 4457, 7102, 3734, 14317, 1785, 5693]
1063;963882;[9728, 10440, 13865, 12995, 1844, 142, 14703, 3734, 4880, 4457]
1064;51499;[13865, 10440, 9728, 12995, 7102, 142, 10464, 7829, 9996, 4457]
1065;514180;[16228, 15297, 15399, 14461, 4151, 4880, 2616, 6382, 3773, 2657]
1066;104138;[15531, 14470, 15096, 101, 13058, 12463, 14684, 12770, 9070, 4716]
1067;34085;[15297, 4151, 9728, 1844, 142, 10440, 13865, 101, 8636, 14470]
1068;445778;[7571, 13865, 3734, 15297, 9728, 4151, 10440, 4880, 13018, 16166]
1069;328236;[15297, 4151, 16228, 4880, 2657, 142, 9996, 3734, 10440, 13865]
1070;933884;[9728, 13865, 10440, 3734, 4457, 14317, 12995, 5693, 1785, 15464]
1071;624740;[9728, 13865, 10440, 3734, 15297, 142, 4151, 4880, 4457, 2657]
1072;154343;[9728, 10440, 9169, 6626, 1844, 3509, 657, 13865, 14703, 14431]
1073;636486;[7571, 16166, 3182, 13243, 11985, 7582, 5411, 13545, 10761, 16270]
1074;733392;[10440, 13865, 3734, 15297, 9728, 2657, 142, 7829, 9996, 4151]
1075;945224;[9169, 10077, 9728, 657, 14431, 9381, 10464, 288, 7829, 6089]
1076;436771;[7571, 13018, 3734, 9728, 15297, 4151, 16166, 13865, 7626, 4880]
1077;459190;[13243, 11985, 16166, 3182, 11749, 5411, 7582, 14942, 13545, 10761]
1078;544331;[13018, 7571, 9728, 16166, 11310, 3182, 13865, 14317, 10761, 13915]
1079;1059743;[10440, 9728, 7829, 13865, 7102, 10464, 14431, 10077, 12356, 6162]
1080;722903;[7571, 13865, 3734, 9728, 10440, 13018, 15297, 4880, 4151, 16166]
1081;640380;[10440, 13865, 9728, 3734, 15297, 142, 4880, 4151, 2657, 9996]
1082;909565;[13865, 4880, 15297, 3734, 4151, 10440, 9728, 142, 2657, 8636]
1083;933734;[9728, 7571, 15297, 13865, 13018, 11310, 3734, 4151, 10440, 4436]
1084;694752;[9728, 13865, 14317, 1785, 5693, 12173, 7626, 1287, 10440, 12995]
1085;759448;[16484, 16361, 12118, 10665, 11348, 14264, 16166, 1553, 4696, 14317]
1086;694553;[9728, 1844, 14703, 10440, 13865, 15297, 4151, 142, 8636, 101]
1087;230567;[9728, 13865, 12995, 10440, 11754, 2237, 15464, 14703, 10073, 1785]
1088;235907;[7626, 12173, 12841, 7210, 14317, 10942, 11310, 13018, 11348, 8821]
1089;683016;[13865, 10440, 15297, 4880, 4151, 3734, 9728, 142, 2657, 9996]
1090;189370;[10440, 13865, 9728, 142, 9996, 15297, 2657, 4151, 7829, 12995]
1091;254029;[15297, 4151, 3734, 142, 7571, 4880, 11778, 13865, 9728, 10440]
1092;846606;[16166, 13018, 3182, 7626, 10761, 11749, 12173, 10942, 5411, 12965]
1093;780344;[9728, 11754, 1785, 1287, 15464, 5693, 7626, 12173, 5754, 14317]
1094;1032749;[13865, 10440, 9728, 12995, 142, 9996, 3734, 4880, 2657, 7102]
1095;524879;[9728, 13865, 1785, 10440, 5693, 1287, 15464, 11754, 12995, 2237]
1096;459098;[11074, 10746, 3693, 8585, 4250, 15845, 7506, 7343, 8581, 1418]
1097;350795;[9728, 7626, 12173, 13865, 14317, 1785, 5693, 10440, 10942, 12841]
1098;1090430;[15297, 142, 11778, 4151, 12770, 5732, 6192, 5434, 3935, 4716]
1099;577926;[12995, 9728, 10440, 13865, 2237, 14703, 15646, 8447, 9159, 11586]
1100;522860;[9728, 13865, 10440, 3734, 4457, 7829, 7102, 12995, 10464, 14431]
1101;674865;[15297, 11778, 8373, 4716, 12770, 7476, 4151, 6192, 9896, 13058]
1102;328761;[9728, 13865, 10440, 12995, 7102, 4457, 3734, 7829, 14741, 1785]
1103;922830;[3606, 2924, 15646, 12820, 5695, 10489, 2237, 916, 6440, 4756]
1104;967330;[10440, 13865, 9728, 12995, 14703, 142, 7102, 9996, 1844, 4457]
1105;890052;[7571, 3182, 16166, 13243, 10761, 11985, 13545, 7582, 11749, 5411]
1106;409259;[101, 2358, 15531, 14684, 14470, 12463, 6649, 15096, 11345, 1873]
1107;563050;[9728, 12995, 2237, 13865, 10440, 15464, 1287, 12820, 4457, 7102]
1108;121940;[15297, 4151, 4880, 13865, 3734, 10440, 142, 2657, 9728, 9996]
1109;753;[9728, 13865, 10440, 7102, 12995, 7829, 16361, 12356, 4702, 4457]
1110;232476;[13865, 10440, 3734, 9728, 15297, 2657, 142, 4151, 4880, 7571]
1111;746309;[9728, 10440, 13865, 142, 1844, 15297, 4151, 14703, 12995, 3734]
1112;492896;[16166, 10761, 11749, 5411, 3182, 7626, 12965, 13018, 6738, 10119]
1113;1025562;[10440, 9728, 13865, 12995, 142, 4880, 14703, 9996, 15297, 1844]
1114;793395;[15297, 14470, 101, 12463, 15531, 1916, 4151, 9728, 1844, 12770]
1115;609183;[9728, 11310, 13865, 13018, 11754, 15297, 4436, 4151, 3734, 10440]
1116;273886;[15297, 4880, 4151, 2657, 10440, 9996, 3734, 142, 13865, 16228]
1117;126993;[7571, 3182, 13243, 16166, 13545, 11985, 7582, 11749, 741, 15078]
1118;454715;[13865, 9728, 10440, 3734, 4880, 15297, 4151, 2657, 7571, 142]
